id,fecha_postulacion,empresa,cargo,seniority,portal,url,modalidad,pais,idioma_cv,version_cv,stack,salario_publicado,referido,modo_postulacion,estado_actual,fecha_ultimo_evento,notas
2026-08-28-kibernum-desarrollador-backend-java-remoto,2026-08-28,Ingenieria Informatica Kibernum S.A.,Desarrollador Backend Java - Remoto,senior,Computrabajo,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-backend-java-remoto-en-santiago-las-condes-97E9B0EFA77A094861373E686DCF3405,remoto,Chile,es,cv.pdf (perfil Computrabajo),java;spring boot;docker;kubernetes;gcp;ci-cd;junit;mockito,a convenir,no,automatizada,postulado,2026-08-28,"3 killer questions respondidas (anios Java/Spring, microservicios/Docker/K8s/Cloud, pretensiones $2.500.000). CV y carta de presentacion adjuntados."
2026-08-28-manpower-ai-engineer-backend-ai-engineer,2026-08-28,Manpower Chile,AI Engineer / Backend AI Engineer,senior,Computrabajo,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ai-engineer-backend-ai-engineer-ingles-intermedio-avanzado-en-santiago-centro-DC751E7F927458AE61373E686DCF3405,hibrido,Chile,es,cv.pdf (perfil Computrabajo),ia-generativa;rag;llm;spring-ai;pgvector;python;typescript,$2.680.000 CLP,no,automatizada,postulado,2026-08-28,Postulacion directa sin killer questions. Reactivada con proyecto propio RAG (ley-datos-personales) como evidencia de pipeline RAG end-to-end. Gap: LangChain/LangGraph y TypeScript/Node.js no productivos.
2026-08-28-manpower-arquitecto-inteligencia-artificial,2026-08-28,Manpower Chile,Arquitecto de Inteligencia Artificial,senior,Computrabajo,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-arquitecto-de-inteligencia-artificial-ingles-intermedio-avanzado-en-santiago-providencia-4F130C617E48CC6F61373E686DCF3405,hibrido,Chile,es,cv.pdf (perfil Computrabajo),ia-generativa;llm;rag;mlops;llmops;arquitectura-empresarial,$3.078.000 CLP,no,automatizada,postulado,2026-08-28,"Postulacion directa sin killer questions. Stretch honesto: 3+ anios liderando arquitecturas de datos/IA pedido como excluyente, Gonzalo tiene ~2. Evidencia real: proyecto RAG propio (ley-datos-personales, Java/Spring AI/pgvector) mas trayectoria de Architect/Tech Lead."
2026-08-28-prontopaga-full-stack-engineer-semi-senior,2026-08-28,ProntoPaga,Full-Stack Engineer (Semi Senior),semi_senior,GetOnBoard,https://www.getonbrd.com/jobs/programming/full-stack-engineer-semi-senior-prontopaga-santiago/,presencial,Chile,en,pronto-paga/cv_gonzalo_prontopaga_fullstack.pdf,react;typescript;aws;serverless;dynamodb;node.js;ci-cd,USD 2000-3000 bruto/mes,no,automatizada,postulado,2026-08-28,"Fintech de recaudacion y dispersion de pagos. Aviso exige postular en ingles ('Requires applying in English'): CV, mensaje y respuestas en ingles. Gaps duros declarados de frente: AWS solo Lambda y S3 (cloud productiva es GCP con Pulumi, sin arquitectura serverless completa en AWS) y DynamoDB cero (NoSQL = MongoDB); tampoco Redux ni Kubernetes productivos. Match fuerte real: dominio de pagos (17 anios Santander/Isban en medios de pago y tarjetas, Citibank, checkout Transbank Webpay + Khipu con confirmacion y conciliacion, modulo de pagos Seven IT, facturacion electronica Nubox) y desarrollo asistido por IA: el aviso nombra Claude Code explicitamente y descarta el 'vibe coding'. Riesgos: vacante 100% PRESENCIAL en Santiago (vivo en Limache, filtro habitual es hibrido/remoto); cargo Semi Senior (2-3 anios min.) para perfil de 15+; USD 3000 brutos != 3.000.000 liquidos. Job ID GetOnBoard 63341. Harvard tambien generado en pronto-paga/."
2026-08-28-qulane-desarrollador-net-web-forms-sql-server-part-time,2026-08-28,Qulane,Desarrollador .NET Web Forms + SQL Server (Part Time),junior,GetOnBoard,https://www.getonbrd.com/jobs/programming/desarrollador-net-framework-web-forms-latam-qulane-remote-1993,remoto,Canada,es,qulane/cv_gonzalo_qulane_dotnet_webforms_harvard.pdf,.net framework;asp.net web forms;sql server;javascript;jquery;html;css,USD 1500/mes (part time 20h/semana),no,automatizada,postulado,2026-08-28,"Gap duro declarado de frente: sin experiencia productiva en .NET Framework 4.x ni Web Forms (autodidacta/puntual); el aviso lo pone como filtro de descarte explicito. SQL Server matizado (profundidad de SPs y tuning mayor en Oracle PL/SQL y PostgreSQL que en T-SQL); Entity Framework no reclamado. Match fuerte: facturacion electronica (Nubox, Santander) + sector salud con modulo de pagos (Hospital Cruz del Norte / Seven IT), el negocio exacto de Qulane; ademas JS/jQuery/HTML/CSS, APIs de pago (Transbank, Khipu) y Git/GitLab. Eje de la postulacion: uso responsable de IA - el aviso no prohibe la IA, prohibe delegarle la autoria (""el codigo lo escribes tu y debes poder explicar cada linea""). Cargo declarado Junior con 130 postulaciones; USD 1500/mes por 20h es complemento, no ingreso principal. Empresa canadiense, pago en USD sin subcontrato: verificar situacion tributaria."
2026-08-28-ticmoai-arquitecto-software-hibrido,2026-08-28,TicMoAI,Arquitecto de Software - Híbrido,senior,Computrabajo,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-arquitecto-de-software-hibrido-en-santiago-providencia-31D97802CECCCD8B61373E686DCF3405,hibrido,Chile,es,cv.pdf (perfil Computrabajo),java;jee;weblogic;websphere;pl-sql;kubernetes,$2.700.000 CLP,no,automatizada,postulado,2026-08-28,Postulacion directa sin killer questions (boton Postularme confirma 'Ya te postulaste'). Encaje fuerte: gestion de equipos tecnicos y WebSphere (Citibank).
2026-08-28-ticmoai-lider-tecnico-arquitectura-procesos,2026-08-28,TicMoAI,Líder Técnico Especialista en Arquitectura de Procesos,senior,Computrabajo,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lider-tecnico-especialista-en-arquitectura-de-procesos-en-santiago-providencia-C448A286B43BB86161373E686DCF3405,remoto,Chile,es,cv.pdf (perfil Computrabajo),java;spring boot;angular;sql;liderazgo-equipos,a convenir,no,automatizada,postulado,2026-08-28,Postulacion directa sin killer questions. Encaje fuerte: liderazgo de equipos tecnicos (4 personas a cargo en Te Llevo App) + Spring Boot/Angular.
2026-08-29-asociacion-chilena-de-seguridad-achs-tech-lead,2026-08-29,Asociacion Chilena de Seguridad (ACHS),Tech Lead,6+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/tech-lead/trabajo/6109317-tech-lead-achs,Hibrido,Chile,es,CV estructurado nativo Trabajando.cl,JS/TS;React;Node;NestJS;Liderazgo tecnico,,no,automatizada,postulado,2026-08-29,"Tag de modalidad incorrecto en listado (decia Jornada Completa), confirmado hibrido en el cuerpo. Gap: sin NestJS. Renta 3.000.000 CLP."
2026-08-29-avla-seguros-de-credito-y-garantia-ingeniero-de-transformacion-digital-e-inteligencia-artificial,2026-08-29,Avla Seguros de Credito y Garantia,Ingeniero de Transformacion Digital e Inteligencia Artificial,5+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/ia/trabajo/6101238-ingeniero-de-transformacion-digital-e-inteligencia-artificial-avla,Hibrido,Chile,es,CV estructurado nativo Trabajando.cl,RAG;LangChain;LlamaIndex;Python;APIs REST;GCP;AWS;Azure,,no,automatizada,postulado,2026-08-29,"Match muy fuerte: construccion de automatizaciones/RAG/agentes conectando sistemas internos, casi identico a su proyecto propio. Gaps: Python nivel funcional (no fuerte), sin LangChain/LlamaIndex directo. Renta declarada 2.700.000 CLP."
2026-08-29-caja-de-compensacion-los-andes-ingeniero-a-de-software,2026-08-29,Caja de Compensacion Los Andes,Ingeniero/a de Software,2+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/java/trabajo/6107608-ingeniero-a-de-software,Hibrido,Chile,es,CV estructurado nativo Trabajando.cl,Java;J2EE;Weblogic;Spring;Hibernate;Oracle PL/SQL;Microservicios,,no,automatizada,postulado,2026-08-29,Fuerte match Java/Spring/Oracle + 17 anos en sector financiero. Gap: sin Oracle Flexcube. Renta 2.700.000 CLP.
2026-08-29-coopeuch-arquitecto-a-de-soluciones-ia,2026-08-29,Coopeuch,Arquitecto/a de Soluciones IA,6+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/inteligencia-artificial/trabajo/6111746-arquitecto-a-de-soluciones-ia,Hibrido,Chile,es,CV estructurado nativo Trabajando.cl,Arquitectura IA;Copilot Studio;AWS Bedrock;APIs REST,,no,automatizada,postulado,2026-08-29,Cuarta postulacion a Coopeuch el mismo dia. Fuerte match de nivel arquitecto senior. Renta declarada 3.000.000 CLP.
2026-08-29-coopeuch-desarrollador-de-agentes-ia,2026-08-29,Coopeuch,Desarrollador de Agentes IA,3+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/ia/trabajo/6111757-desarrollador-de-agentes-ia,Hibrido,Chile,es,CV estructurado nativo Trabajando.cl,AWS Bedrock;Copilot Studio;Python;Node.js;AWS Lambda;APIs REST,,no,automatizada,postulado,2026-08-29,Gaps declarados: sin AWS Bedrock ni Copilot Studio; compensado con Claude Code/Pi.dev/opencode y proyecto RAG propio. Renta declarada 2.700.000 CLP.
2026-08-29-coopeuch-especialista-de-operaciones-ia,2026-08-29,Coopeuch,Especialista de Operaciones IA,2+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/ia/trabajo/6111776-especialista-de-operaciones-ia,Hibrido,Chile,es,CV estructurado nativo Trabajando.cl,DevOps;SRE;Azure Monitor;CloudWatch;Grafana;Datadog,,no,automatizada,postulado,2026-08-29,"Gap mas grande de la ronda: no es rol dedicado de Ops/SRE en su carrera, sin herramientas de observabilidad especificas pedidas. Declarado con honestidad. Renta declarada 2.500.000 CLP."
2026-08-29-coopeuch-ingeniero-de-ia,2026-08-29,Coopeuch,Ingeniero de IA,2+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/ia/trabajo/6111787-ingeniero-de-ia,Hibrido,Chile,es,CV estructurado nativo Trabajando.cl,LLMs;Prompt Engineering;Agentes;Claude Code,,no,automatizada,postulado,2026-08-29,Match muy fuerte: diseno de prompts/agentes es su trabajo diario con Claude Code. Segunda de 4 postulaciones a Coopeuch el mismo dia. Renta declarada 2.700.000 CLP.
2026-08-29-deloitte-ai-engineer,2026-08-29,Deloitte,AI Engineer,Analista,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/ia/trabajo/6115977-ai-engineer,Hibrido,Chile,es,CV estructurado nativo Trabajando.cl,IA;ML;Python;Java;RAG;Cloud,,no,automatizada,postulado,2026-08-29,Postulado via browser-use tras migrar cuenta a CV estructurado nativo (bloqueada antes). Gap declarado: sin titulo formal AI Engineer ni TensorFlow/PyTorch/Scikit-learn productivos; compensado con proyecto RAG propio. Renta declarada 2.500.000 CLP.
2026-08-29-empresa-confidencial-automotriz-desarrollador-full-stack,2026-08-29,Empresa Confidencial (automotriz),Desarrollador Full-Stack,5+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/microservicios/trabajo/6113538-desarrollador-full-stack,Hibrido 4x1 o remoto,Chile,es,CV estructurado nativo Trabajando.cl,JavaScript;Next.js;NestJS;Node.js;Azure;MongoDB,,no,automatizada,postulado,2026-08-29,Gaps: sin Next.js/NestJS/Azure directos; compensado con JS/Node/Git/CI-CD solidos.
2026-08-29-empresa-confidencial-java-analista-de-integraciones-y-automatizacion,2026-08-29,Empresa Confidencial (Java),Analista de integraciones y automatizacion,3+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/java/trabajo/6098413-analista-de-integraciones-y-automatizacion,Hibrido,Chile,es,CV estructurado nativo Trabajando.cl,Java;.NET C#;SOAP;REST;WebLogic;IIS,,no,automatizada,postulado,2026-08-29,Buen match SOAP/REST/Java con experiencia bancaria legacy. Renta 2.500.000 CLP.
2026-08-29-empresa-confidencial-trabajando-cl-ingeniero-a-de-soluciones-de-ia,2026-08-29,Empresa Confidencial (Trabajando.cl),Ingeniero/a de Soluciones de IA,2-4 anos (perfil real 15+),Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/ia/trabajo/6115878-ingeniero-a-de-soluciones-de-ia,Hibrido,Chile,es,"CV estructurado nativo Trabajando.cl (Harvard cv_gonzalo_confidencial_ingeniero_ia.pdf generado como respaldo, no adjuntable)",IA generativa;RAG;LLMs;embeddings;pgvector;Python;APIs,,no,automatizada,postulado,2026-08-29,Postulado via browser-use tras migrar cuenta a CV estructurado nativo (bloqueada antes). Match fuerte: proyecto RAG propio (ley-datos-personales). Renta declarada 2.500.000 CLP.
2026-08-29-fundacion-arturo-lopez-perez-ingeniero-automatizacion-e-ia,2026-08-29,Fundacion Arturo Lopez Perez,Ingeniero Automatizacion e IA,3+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/ia/trabajo/6115132-ingeniero-automatizacion-e-ia-automatizacion-e-ia,Hibrido,Chile,es,cv_gonzalo_generic_es.pdf (archivo generico de la cuenta),RPA;Automatizacion;IA;Java;Spring Boot;Claude Code;RAG,,no,automatizada,postulado,2026-08-29,Postulado via browser-use/browser-harness. Gaps declarados: sin certificaciones RPA ni IA/Cloud formales; se cito proyecto propio de RAG (ley-datos-personales) como evidencia practica. Renta declarada 2.700.000 CLP.
2026-08-29-help-seguros-desarrollador-fullstack,2026-08-29,Help Seguros,Desarrollador FullStack,2+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/fullstack/trabajo/6113186-desarrollador-fullstack,Hibrido,Chile,es,CV estructurado nativo Trabajando.cl,Generico fullstack,,no,automatizada,postulado,2026-08-29,Fit generico razonable sin exclusiones tecnicas duras. Renta 2.500.000 CLP.
2026-08-29-mando-medio-product-builder-full-stack-ia,2026-08-29,Mando Medio,Product Builder (Full Stack & IA),Desde 1 ano (perfil real 15+),Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/ia/trabajo/6115988-product-builder-full-stack-ia-las-condes,Hibrido,Chile,es,CV estructurado nativo Trabajando.cl,JavaScript;Python;Claude Code;IA;Levantamiento de requerimientos,,no,automatizada,postulado,2026-08-29,Postulado via browser-use tras migrar cuenta a CV estructurado nativo (bloqueada antes). Aviso nombra Claude Code Max explicitamente. Gap declarado: Python nivel funcional.
2026-08-29-perceptual-consultores-ingeniero-desarrollador-fullstack-react-typescript,2026-08-29,Perceptual Consultores,Ingeniero Desarrollador FullStack React/TypeScript,3+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/java/trabajo/6117921-ingeniero-desarrollador-fullstack-react-typscript-las-condes-contrato-indefinido,Hibrido 3x2,Chile,es,CV estructurado nativo Trabajando.cl,Java;Python;JS/TS;C#;GCP;PostgreSQL;MongoDB,,no,automatizada,postulado,2026-08-29,"4-5 reposts casi identicos del mismo empleador, se postulo solo a uno. Renta 2.500.000 CLP."
2026-08-29-ryc-consultores-desarrollador-full-stack,2026-08-29,RYC Consultores,Desarrollador Full Stack,2+ anos,Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/fullstack/trabajo/6117657-desarrollador-full-stack,Hibrido 2x3,Chile,es,CV estructurado nativo Trabajando.cl,React;TypeScript;Python;AWS Lambda;CDK;CloudFormation,,no,automatizada,postulado,2026-08-29,"Gaps: sin AWS CDK/CloudFormation (su IaC es GCP/Pulumi), Python nivel funcional. Renta 2.500.000 CLP."
2026-08-29-wom-s-a-arquitecto-a-empresarial-de-soluciones-e-ia,2026-08-29,WOM S.A.,Arquitecto/a Empresarial de Soluciones e IA,Senior/Arquitecto (7-10 años),Trabajando.cl,https://www.trabajando.cl/trabajo-empleo/ia/trabajo/6117557-arquitecto-a-empresarial-de-soluciones-e-ia,Hibrido,Chile,es,cv_gonzalo_generic_es.pdf (archivo generico de la cuenta),Java;Spring Boot;GCP;AWS;Docker;Kubernetes;Microservicios;APIs REST,,no,automatizada,postulado,2026-08-29,"Postulado via browser-use/browser-harness sobre Chrome real (Profile 17). Gaps declarados: sin BSS/OSS telecom, sin Azure. Renta declarada 3.000.000 CLP."
2026-09-10-abenis-ingeniero-de-automatizacion-de-procesos-con-ia,2026-09-10,Abenis,Ingeniero de Automatizacion de Procesos con IA,2+ anos,Directo,,Hibrido,Chile,es,abenis-automatizacion-ia/cv_gonzalo_abenis_automatizacion_ia.pdf (ATS) + _harvard.pdf + carta,Claude/Anthropic;LLM;IA Generativa;MCP;Function Calling;agentes de IA;prompting;APIs de modelos;Python;JavaScript/Node.js,,no,manual,postulado,2026-09-10,"Cliente TI no identificado, indefinido directo con cliente, hibrido Santiago Centro L-V 9-18, Cheque Restorant + certificaciones. Texto pegado sin URL. Gaps declarados: sin API Messages de Anthropic en producto de cliente, Python funcional, Node.js solo via Cloudflare Workers. Renta declarada 2.500.000 liquidos. Tercera postulacion a Abenis (mayo y agosto 2026 previas)."
